HEIGHT,TX_HASH,SENDER,RECEIVER,OFFER_AMOUNT,OFFER_DENOM,ASK_AMOUNT,ASK_DENOM
1103025,,terra1gkchs6p8wqaz9rutfnqc3hx0qnh2mwkra6tzfz,terra1gkchs6p8wqaz9rutfnqc3hx0qnh2mwkra6tzfz,8640280346,ukrw,14795374,uluna
